iter	MultiClass
0	1.497552425
1	1.350065416
2	1.243925399
3	1.199257867
4	1.093991795
5	1.02566797
6	0.9792817964
7	0.9278876622
8	0.8632148376
9	0.8015157732
10	0.76194505
11	0.7050124604
12	0.6812715248
13	0.6475809681
14	0.6115416279
15	0.5857812541
16	0.5524485701
17	0.5399134163
18	0.5087773281
19	0.4942696167
20	0.4608375758
21	0.4369915929
22	0.4184563947
23	0.4029887459
24	0.3765980077
25	0.3610256686
26	0.3493734192
27	0.3369824353
28	0.3267801957
29	0.3111472958
30	0.2950187618
31	0.283067096
32	0.2674012572
33	0.2554039841
34	0.2482098637
35	0.2432513588
36	0.2280308297
37	0.2205655555
38	0.2102563019
39	0.2029534585
40	0.1940961499
41	0.1841952045
42	0.1776387552
43	0.1741819643
44	0.1681837055
45	0.1614729694
46	0.1568736931
47	0.152226851
48	0.1457910845
49	0.1397867748
50	0.1377731973
51	0.1326587349
52	0.129784093
53	0.1261139492
54	0.1204857912
55	0.115780856
56	0.1122920688
57	0.109203587
58	0.1058390937
59	0.1031488672
60	0.1004222281
61	0.09710000288
62	0.09469306464
63	0.09273209253
64	0.08890038453
65	0.08500306675
66	0.08335567262
67	0.08087753045
68	0.07921606501
69	0.0769872409
70	0.07576986476
71	0.07381934812
72	0.07055876736
73	0.06863916631
74	0.06623707094
75	0.06468834606
76	0.06295003961
77	0.06078924282
78	0.05895490138
79	0.05732998656
80	0.05586967635
81	0.05430558333
82	0.05245684942
83	0.0512476434
84	0.05014217117
85	0.04887140419
86	0.04783866543
87	0.04640876839
88	0.04540598464
89	0.0437800239
90	0.04270545526
91	0.04160081822
92	0.04076752968
93	0.03940008013
94	0.03825800416
95	0.03734291108
96	0.03633638997
97	0.03517159066
98	0.03408379317
99	0.03320909704
100	0.03241002363
101	0.0316865427
102	0.0310220807
103	0.03019301245
104	0.02948150427
105	0.02863657333
106	0.02808661972
107	0.02754046827
108	0.02694585499
109	0.02619867897
110	0.02575787793
111	0.025311909
112	0.02478201374
113	0.02431060751
114	0.02369689927
115	0.02326740022
116	0.02285662903
117	0.02244440522
118	0.02198697078
119	0.02156537977
120	0.02116501902
121	0.02071709195
122	0.0203285447
123	0.02001248586
124	0.0195562001
125	0.01919863181
126	0.01894923218
127	0.01870327574
128	0.01831166268
129	0.01808077598
130	0.01785569415
131	0.01760928298
132	0.01736913979
133	0.01700841597
134	0.01675754972
135	0.01646807007
136	0.01614666362
137	0.01587624327
138	0.01558202027
139	0.01531789795
140	0.01503074133
141	0.01475748903
142	0.01454302039
143	0.01433204686
144	0.01407702015
145	0.01383012176
146	0.01359966882
147	0.01344962856
148	0.0132444373
149	0.01307131428
150	0.01289857648
151	0.01269066607
152	0.0124856136
153	0.01229332948
154	0.0121588148
155	0.01196894541
156	0.01182203218
157	0.01169255127
158	0.01151851262
159	0.01141822672
160	0.01124892331
161	0.01115746008
162	0.01101137988
163	0.01085289234
164	0.01070106301
165	0.01060463612
166	0.0104879052
167	0.0103950847
168	0.01025587558
169	0.01017415754
170	0.01003700048
171	0.009903279301
172	0.009777289691
173	0.00965293276
174	0.009542634395
175	0.009463554393
176	0.009345560952
177	0.009218708625
178	0.00910450703
179	0.00904662333
180	0.008974005328
181	0.008917957638
182	0.00879989394
183	0.008695127411
184	0.008592710382
185	0.008492568041
186	0.008383484125
187	0.008308306103
188	0.008228522354
189	0.008136202727
190	0.008086684575
191	0.008036156212
192	0.007958470281
193	0.007871775908
194	0.007797184729
195	0.007709813205
196	0.007706028959
197	0.007642183509
198	0.007580815096
199	0.007545430116
200	0.007459081094
201	0.007396699513
202	0.007347617875
203	0.007289256314
204	0.007247875771
205	0.007209681882
206	0.007160631636
207	0.0070883506
208	0.007019857277
209	0.006960209124
210	0.006929788979
211	0.006885460083
212	0.006882556505
213	0.00684676235
214	0.00679421483
215	0.006776988334
216	0.006712989444
217	0.006648962259
218	0.006614441862
219	0.006561363564
220	0.006506531094
221	0.006468502203
222	0.006425561485
223	0.006367706139
224	0.006331258509
225	0.006287471906
226	0.006257304947
227	0.006213216582
228	0.006154103965
229	0.006101782115
230	0.006068359579
231	0.006066497786
232	0.006019210238
233	0.005991576852
234	0.005961589358
235	0.00591232327
236	0.005893875888
237	0.005861405797
238	0.005859116504
239	0.005824766017
240	0.005780970136
241	0.005740225958
242	0.00573808876
243	0.005701864979
244	0.005670637559
245	0.005667691104
246	0.005643637959
247	0.005607626845
248	0.005581473177
249	0.005579417396
250	0.005555853438
251	0.00551953645
252	0.005482983155
253	0.005439285503
254	0.00540580597
255	0.005372763663
256	0.005371034779
257	0.005329911633
258	0.005301812429
259	0.005284731964
260	0.005282828423
261	0.00525128776
262	0.005240126755
263	0.005214368253
264	0.005191735916
265	0.005166723852
266	0.005136602666
267	0.005098867188
268	0.005070015375
269	0.005033133593
270	0.005031579263
271	0.005029049201
272	0.005027098957
273	0.005025526226
274	0.004996992212
275	0.004995276503
276	0.00499408284
277	0.00496129382
278	0.004941066702
279	0.004916939302
280	0.004897964173
281	0.004859436904
282	0.004837143271
283	0.004820372555
284	0.004783149314
285	0.00476259019
286	0.004737316492
287	0.004711937806
288	0.004695144689
289	0.004670237477
290	0.004647842188
291	0.004616659192
292	0.004600544349
293	0.004574732377
294	0.004561721444
295	0.004538900391
296	0.004515402237
297	0.00451434991
298	0.004495774726
299	0.004472982866
300	0.004471615076
301	0.00445201921
302	0.004450030871
303	0.004447356541
304	0.004432454157
305	0.004403996353
306	0.004389530278
307	0.004375227228
308	0.004373545107
309	0.004353964713
310	0.004352992426
311	0.004330804945
312	0.004300586055
313	0.004279841422
314	0.004268586097
315	0.004267571156
316	0.004247040099
317	0.004245836511
318	0.004244802253
319	0.004243667269
320	0.00424236925
321	0.004222855916
322	0.004209180386
323	0.004183911558
324	0.004168247203
325	0.004167204379
326	0.004153950749
327	0.004139425865
328	0.004120106661
329	0.004107346872
330	0.004089530918
331	0.0040885033
332	0.004087217298
333	0.004066937802
334	0.004046872286
335	0.004022977558
336	0.004021967034
337	0.004003751429
338	0.003980354254
339	0.003961332328
340	0.003960323241
341	0.003943242824
342	0.003927649533
343	0.003926583876
344	0.003925523086
345	0.003915990458
346	0.003915056979
347	0.003914004649
348	0.003904970153
349	0.003904026695
350	0.003886880955
351	0.003867674756
352	0.0038540275
353	0.00384330492
354	0.003823385114
355	0.003818981069
356	0.003797432492
357	0.00378661961
358	0.00378470549
359	0.003783480689
360	0.003772926259
361	0.003764833011
362	0.003749501476
363	0.003748603316
364	0.003732796421
365	0.003720821363
366	0.003705260953
367	0.003704192151
368	0.003691204598
369	0.003683288685
370	0.003677671339
371	0.003676442423
372	0.003671250358
373	0.003653471282
374	0.003633252842
375	0.00363254326
376	0.003622847334
377	0.003609013869
378	0.003596473281
379	0.003581938012
380	0.003567530029
381	0.003553247634
382	0.003538311026
383	0.003537324025
384	0.003523285563
385	0.003512399462
386	0.003511324895
387	0.003497501081
388	0.003489337839
389	0.003485085372
390	0.003467165888
391	0.003465974081
392	0.003457169013
393	0.003456235832
394	0.003438968827
395	0.003429991344
396	0.003417112211
397	0.003408394303
398	0.003407661833
399	0.003406668681
400	0.003405939305
401	0.003395585092
402	0.003382669045
403	0.003374307729
404	0.003358792855
405	0.003346165646
406	0.003333163167
407	0.003328339919
408	0.003327517337
409	0.003320032135
410	0.003313901547
411	0.003311280659
412	0.003310703686
413	0.00330253266
414	0.003301462244
415	0.003289266742
416	0.003277169176
417	0.003270678449
418	0.003259907094
419	0.003259002103
420	0.003250378201
421	0.003244453475
422	0.003232691287
423	0.003226666392
424	0.00321546358
425	0.003203929365
426	0.003202684368
427	0.003190128885
428	0.003185180603
429	0.003174190385
430	0.003159641132
431	0.00315138978
432	0.003146940336
433	0.003146254611
434	0.003145441932
435	0.003141875986
436	0.003130553865
437	0.003119628354
438	0.003112796695
439	0.003099877367
440	0.003099048756
441	0.003098317847
442	0.003089384376
443	0.003080559929
444	0.003079912384
445	0.003079166971
446	0.00306892228
447	0.003068253656
448	0.003063190436
449	0.003054593661
450	0.003047576503
451	0.003046729487
452	0.003036390362
453	0.003024597045
454	0.003023847321
455	0.003013586009
456	0.00300385893
457	0.003002693826
458	0.00299182651
459	0.002991198766
460	0.002980469716
461	0.002973829973
462	0.002961639962
463	0.002961140051
464	0.002960381273
465	0.002956772699
466	0.002956178281
467	0.002947466932
468	0.002941160237
469	0.002940603876
470	0.002940050633
471	0.002934314504
472	0.002924738861
473	0.002924142679
474	0.002914274719
475	0.002904104791
476	0.002902556083
477	0.00290179012
478	0.00289177916
479	0.00288401806
480	0.002877037747
481	0.002874174393
482	0.002865117069
483	0.002858159977
484	0.00285760424
485	0.002857004466
486	0.002854403866
487	0.002848064305
488	0.002847507979
489	0.002846873052
490	0.002837193763
491	0.002828256764
492	0.002827856039
493	0.002827249234
494	0.002826345383
495	0.002817478901
496	0.002816673295
497	0.002815446401
498	0.002814814589
499	0.002807982878
500	0.002805582423
501	0.002805009108
502	0.002796276117
503	0.002787602616
504	0.002787152619
505	0.002786587638
506	0.002780997599
507	0.002775730085
508	0.00276529087
509	0.002756813783
510	0.002756339079
511	0.002750691961
512	0.00274230982
513	0.002733661346
514	0.002733124333
515	0.002724855863
516	0.002721655895
517	0.002715172618
518	0.002714615888
519	0.002708131569
520	0.002707227359
521	0.002700053185
522	0.002699699907
523	0.002692093465
524	0.002687670744
525	0.002687306766
526	0.002678845489
527	0.002678402377
528	0.002677940409
529	0.002675319192
530	0.002674640308
531	0.002667178344
532	0.002659006785
533	0.002650730354
534	0.002642001218
535	0.00264136563
536	0.002629667205
537	0.002621574726
538	0.002621186559
539	0.002616076339
540	0.002608949124
541	0.002604911594
542	0.002596470004
543	0.002596058764
544	0.002593050947
545	0.002584928972
546	0.002584520034
547	0.002577378251
548	0.002573464202
549	0.002572689339
550	0.002567938594
551	0.002562293562
552	0.002555040829
553	0.002550920995
554	0.002548493898
555	0.002541739593
556	0.002537894662
557	0.002529479631
558	0.002528927393
559	0.002528554183
560	0.002526184028
561	0.00251955125
562	0.002512544673
563	0.002511766871
564	0.002504806637
565	0.002499127003
566	0.002498477929
567	0.002498097693
568	0.002497470533
569	0.002496897935
570	0.00249648868
571	0.002490014437
572	0.002489497209
573	0.002483921351
574	0.002478535615
575	0.00247794043
576	0.00247558832
577	0.002474007732
578	0.002472545509
579	0.002462565205
580	0.002461896163
581	0.002459194933
582	0.002457595693
583	0.002450965278
584	0.002446557094
585	0.002444218413
586	0.002437635868
587	0.002433448833
588	0.002432904133
589	0.002432307646
590	0.00242579185
591	0.002425415949
592	0.002425023557
593	0.002424658416
594	0.002418863056
595	0.002418570572
596	0.002415325614
597	0.002411051672
598	0.00240515842
599	0.002404873115
600	0.002404355562
601	0.002397751038
602	0.002395548163
603	0.002394982788
604	0.002391401049
605	0.002386017488
606	0.002379265905
607	0.002378733744
608	0.002374605281
609	0.002369717118
610	0.002369280447
611	0.002360733986
612	0.002355285578
613	0.002354872258
614	0.00235002321
615	0.002343989957
616	0.002337953114
617	0.002332213988
618	0.002326244313
619	0.002321253086
620	0.002317452605
621	0.002311258563
622	0.002310563642
623	0.002310269408
624	0.002309967324
625	0.002309580155
626	0.002305906908
627	0.002303130394
628	0.002302686825
629	0.002298059721
630	0.002295367218
631	0.002290155023
632	0.002286325608
633	0.002283200614
634	0.002282817096
635	0.002277104056
636	0.00227258603
637	0.002272243141
638	0.002271724797
639	0.002267229499
640	0.002265527312
641	0.002261353174
642	0.002256919821
643	0.002254453137
644	0.002250588369
645	0.002248313006
646	0.002244797986
647	0.00224438606
648	0.00224390357
649	0.002238390013
650	0.002237946766
651	0.002237604206
652	0.002232032399
653	0.002231630109
654	0.002226178177
655	0.00222256758
656	0.002216919578
657	0.002214976919
658	0.002209637959
659	0.002205951021
660	0.002205624719
661	0.002198096911
662	0.002197669886
663	0.002194511735
664	0.002194145103
665	0.002193897202
666	0.002188632748
667	0.002186593196
668	0.002180394012
669	0.002180141006
670	0.002175910421
671	0.002175529411
672	0.00217526265
673	0.002171974532
674	0.002171618997
675	0.002166461514
676	0.002163581333
677	0.002163020295
678	0.00216271976
679	0.002162094442
680	0.002156982129
681	0.002156588511
682	0.002156315576
683	0.002151039292
684	0.002150738357
685	0.00215046149
686	0.002149051921
687	0.002141754211
688	0.002141524318
689	0.002138188432
690	0.002137449582
691	0.002136981242
692	0.002133011873
693	0.002128572579
694	0.002128300593
695	0.002128051133
696	0.002125865877
697	0.00212552435
698	0.00212166135
699	0.002121188665
700	0.00211844869
701	0.002111493204
702	0.002111149303
703	0.0021062775
704	0.002105845955
705	0.002105404193
706	0.002104999572
